id,label,uri,type,type_generic,predicate_type
314,chocolate bon bon (containing bourbon whiskey),http://purl.obolibrary.org/obo/FOODON_03303774,food,food,
315,citrus waste (dried),http://purl.obolibrary.org/obo/FOODON_03309841,food,food,
316,07180 - horseradish roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540718,food,food,
317,14450 - lemons and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541445,food,food,
318,00710 - buckwheat flour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540071,food,food,
319,23340 - halibut; atlantic (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542334,food,food,
320,39960 - mixed vegetables soup; dry (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543996,food,food,
321,leichhardt tree,http://purl.obolibrary.org/obo/FOODON_03414778,food,food,
322,apple and cherry juice (food product),http://purl.obolibrary.org/obo/FOODON_03306169,food,food,
323,mayonnaise food product,http://purl.obolibrary.org/obo/FOODON_00001234,food,food,
324,cheesewood plant,http://purl.obolibrary.org/obo/FOODON_03414781,food,food,
325,fruit (fresh),http://purl.obolibrary.org/obo/FOODON_00002472,food,food,
326,wheat germ (honey-coated),http://purl.obolibrary.org/obo/FOODON_03305527,food,food,
327,jewfish (raw),http://purl.obolibrary.org/obo/FOODON_03308931,food,food,
328,olive food product,http://purl.obolibrary.org/obo/FOODON_00002066,food,food,
329,eppaw plant,http://purl.obolibrary.org/obo/FOODON_03411752,food,food,
330,cow milk butter food product,http://purl.obolibrary.org/obo/FOODON_00001772,food,food,
331,peach (coconut-flavored; canned),http://purl.obolibrary.org/obo/FOODON_03307018,food,food,
332,food additive (us cfr),http://purl.obolibrary.org/obo/FOODON_03400181,food,food,
333,reptile; amphibian; insect; etc. meat or meat product (us cfr),http://purl.obolibrary.org/obo/FOODON_03400303,food,food,
334,cheese whey (from cow milk),http://purl.obolibrary.org/obo/FOODON_03303560,food,food,
335,cheese food processed,http://purl.obolibrary.org/obo/FOODON_03315641,food,food,
336,cereal based food gluten free,http://purl.obolibrary.org/obo/FOODON_03315911,food,food,
337,11050 - white lupin (dry) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541105,food,food,
338,beef fatty tissue (partially defatted),http://purl.obolibrary.org/obo/FOODON_03315732,food,food,
339,beef-flavored soup mix,http://purl.obolibrary.org/obo/FOODON_03304080,food,food,
340,36910 - sweet corn (stigmas styles) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543691,food,food,
341,brussels sprout plant,http://purl.obolibrary.org/obo/FOODON_03411611,food,food,
342,chicken-flavored consomme mix; dry; instant,http://purl.obolibrary.org/obo/FOODON_03307077,food,food,
343,fungus (pickled),http://purl.obolibrary.org/obo/FOODON_03316672,food,food,
344,european goldenrod plant,http://purl.obolibrary.org/obo/FOODON_03415173,food,food,
345,common bean plant,http://purl.obolibrary.org/obo/FOODON_03411999,food,food,
346,sweet pepper (peeled; canned),http://purl.obolibrary.org/obo/FOODON_03306724,food,food,
347,imitation salad dressing,http://purl.obolibrary.org/obo/FOODON_03306668,food,food,
348,barnacle (giant; raw),http://purl.obolibrary.org/obo/FOODON_03309177,food,food,
349,oxidizing agent (codex),http://purl.obolibrary.org/obo/FOODON_03400434,food,food,
350,liqueur (emulsified),http://purl.obolibrary.org/obo/FOODON_03316097,food,food,
351,ladyfish,http://purl.obolibrary.org/obo/FOODON_00002950,food,food,
352,black bean sauce,http://purl.obolibrary.org/obo/FOODON_03311286,food,food,
353,03120 - barley rolled grains (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540312,food,food,
354,plant stem or spear vegetable food product,http://purl.obolibrary.org/obo/FOODON_00002156,food,food,
355,zombi pea plant,http://purl.obolibrary.org/obo/FOODON_03414744,food,food,
356,nata de coco,http://purl.obolibrary.org/obo/FOODON_00002243,food,food,
357,coffee (liquid; no cream or sugar),http://purl.obolibrary.org/obo/FOODON_00003274,food,food,
358,Codex Alimentarius food classification for food additives,http://purl.obolibrary.org/obo/FOODON_03400355,food,food,
359,tamarind plum plant,http://purl.obolibrary.org/obo/FOODON_03414236,food,food,
360,pet animal as consumer,http://purl.obolibrary.org/obo/FOODON_03510029,food,food,has consumer
361,ginseng plant,http://purl.obolibrary.org/obo/FOODON_03411673,food,food,
362,clubmoss plant,http://purl.obolibrary.org/obo/FOODON_03415125,food,food,
363,wheat bread,http://purl.obolibrary.org/obo/FOODON_03302200,food,food,
364,tangerine,http://purl.obolibrary.org/obo/FOODON_03315108,food,food,
365,33270 - drink mixes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543327,food,food,
366,thyme food product,http://purl.obolibrary.org/obo/FOODON_00002312,food,food,
367,spotted ray,http://purl.obolibrary.org/obo/FOODON_03414091,food,food,
368,acacia (genus) plant,http://purl.obolibrary.org/obo/FOODON_03411327,food,food,
369,mutton curry,http://purl.obolibrary.org/obo/FOODON_03304780,food,food,
370,fat content > 4%,http://purl.obolibrary.org/obo/FOODON_03530178,food,food,
371,44770 - vitamin b3   (niacin; niacinamide) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544477,food,food,
372,maine herring (raw),http://purl.obolibrary.org/obo/FOODON_03308098,food,food,
373,chicken croquette,http://purl.obolibrary.org/obo/FOODON_03305354,food,food,
374,snipe,http://purl.obolibrary.org/obo/FOODON_03412696,food,food,
375,squid raw,http://purl.obolibrary.org/obo/FOODON_03310077,food,food,
376,packed in vegetable oil,http://purl.obolibrary.org/obo/FOODON_03480021,food,food,immersed in
377,botanical supplement with mineral(s),http://purl.obolibrary.org/obo/FOODON_03401318,food,food,
378,poultry food product (whole or parts),http://purl.obolibrary.org/obo/FOODON_03310611,food,food,
379,lobster meat (cooked; refrigerated in can),http://purl.obolibrary.org/obo/FOODON_03308426,food,food,
380,flour (bromated; enriched),http://purl.obolibrary.org/obo/FOODON_03316841,food,food,
381,colorado snapper,http://purl.obolibrary.org/obo/FOODON_03411804,food,food,
382,cheese blended pasteurized,http://purl.obolibrary.org/obo/FOODON_03316944,food,food,
383,04130 - blumea leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540413,food,food,
384,dietetic cheese,http://purl.obolibrary.org/obo/FOODON_03303864,food,food,
385,soybean mass (fermented),http://purl.obolibrary.org/obo/FOODON_03310004,food,food,
386,rice (boiled),http://purl.obolibrary.org/obo/FOODON_03310654,food,food,
387,yogurt (nonfat),http://purl.obolibrary.org/obo/FOODON_03305085,food,food,
388,obsolete: yeast pressed,http://purl.obolibrary.org/obo/FOODON_03310889,food,food,
389,pork (cut fresh),http://purl.obolibrary.org/obo/FOODON_03317324,food,food,
390,topping in pressurised container,http://purl.obolibrary.org/obo/FOODON_03317147,food,food,
391,shea nut (whole; raw),http://purl.obolibrary.org/obo/FOODON_00003198,food,food,
392,16870 - coco plums (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541687,food,food,
393,formulation aid (codex),http://purl.obolibrary.org/obo/FOODON_03400420,food,food,
394,elderberry juice,http://purl.obolibrary.org/obo/FOODON_03306177,food,food,
395,37000 - hot drinks and similar (coffee; cocoa; tea and herbal infusions) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543700,food,food,
396,rice (spent),http://purl.obolibrary.org/obo/FOODON_03306043,food,food,
397,kohlrabi leaf,http://purl.obolibrary.org/obo/FOODON_00002948,food,food,
398,peanut meal (deoiled),http://purl.obolibrary.org/obo/FOODON_03309838,food,food,
399,breast (meat cut),http://purl.obolibrary.org/obo/FOODON_03530045,food,food,
400,50350100 - chicory leaves (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401351,food,food,
401,sole ground raw,http://purl.obolibrary.org/obo/FOODON_03311823,food,food,
402,hass avocado,http://purl.obolibrary.org/obo/FOODON_00002982,food,food,
403,guava jelly,http://purl.obolibrary.org/obo/FOODON_03305305,food,food,
404,sea bass (raw),http://purl.obolibrary.org/obo/FOODON_03308790,food,food,
405,22530 - snakeheads(=murrels) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542253,food,food,
406,palm plant,http://purl.obolibrary.org/obo/FOODON_03411286,food,food,
407,ice cream cake roll,http://purl.obolibrary.org/obo/FOODON_03305795,food,food,
408,pancake syrup,http://purl.obolibrary.org/obo/FOODON_03310962,food,food,
409,tinless steel plate container,http://purl.obolibrary.org/obo/FOODON_03490149,food,food,
410,04270 - green amaranth leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540427,food,food,
411,duck egg food product,http://purl.obolibrary.org/obo/FOODON_00001822,food,food,
412,yellow perch food product,http://purl.obolibrary.org/obo/FOODON_00002370,food,food,
413,candy (rum-flavored),http://purl.obolibrary.org/obo/FOODON_03305728,food,food,
414,sardine food product,http://purl.obolibrary.org/obo/FOODON_00002223,food,food,
415,marigold plant (Tagetes),http://purl.obolibrary.org/obo/FOODON_03414999,food,food,
416,fat substitute,http://purl.obolibrary.org/obo/FOODON_03311714,food,food,
417,14680 - other citrus fruits (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541468,food,food,
418,bluegill,http://purl.obolibrary.org/obo/FOODON_03412079,food,food,
419,obsolete: sausage (smoked),http://purl.obolibrary.org/obo/FOODON_03310756,food,food,
420,yelloweye rockfish,http://purl.obolibrary.org/obo/FOODON_03411773,food,food,
421,common cockle,http://purl.obolibrary.org/obo/FOODON_03413647,food,food,
422,16020 - muntries (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541602,food,food,
423,somiviki,http://purl.obolibrary.org/obo/FOODON_00002879,food,food,
424,soapberry plant,http://purl.obolibrary.org/obo/FOODON_03412836,food,food,
425,06760 - courgettes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540676,food,food,
426,40600 - seasoning mixes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544060,food,food,
427,bavarian pudding,http://purl.obolibrary.org/obo/FOODON_03307102,food,food,
428,grated cheese,http://purl.obolibrary.org/obo/FOODON_03302803,food,food,
429,sieva bean plant,http://purl.obolibrary.org/obo/FOODON_03411372,food,food,
430,012  fruiting vegetables; other than cucurbits (vo) (ccpr),http://purl.obolibrary.org/obo/FOODON_03400677,food,food,
431,hard cider (artificially carbonated),http://purl.obolibrary.org/obo/FOODON_03302749,food,food,
432,imitation apricot liqueur flavoring,http://purl.obolibrary.org/obo/FOODON_03305329,food,food,
433,kale (frozen),http://purl.obolibrary.org/obo/FOODON_03311034,food,food,
434,33830 - vodka and vodka-like spirits (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543383,food,food,
435,cheese (extra hard; grating),http://purl.obolibrary.org/obo/FOODON_03316741,food,food,
436,02620 - cheese cake (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540262,food,food,
437,mullet roe (salted; air-dried),http://purl.obolibrary.org/obo/FOODON_03302073,food,food,
438,tomato (sliced; canned),http://purl.obolibrary.org/obo/FOODON_03316730,food,food,
439,vegetable (canned),http://purl.obolibrary.org/obo/FOODON_03302191,food,food,
440,26550 - cow milk; whole (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542655,food,food,
441,tanner crab (raw),http://purl.obolibrary.org/obo/FOODON_03308582,food,food,
442,mandoo skin,http://purl.obolibrary.org/obo/FOODON_03315369,food,food,
443,confectionery (us cfr),http://purl.obolibrary.org/obo/FOODON_03400188,food,food,
444,06900 - loofah; smooth (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540690,food,food,
445,25030 - lobster; american (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542503,food,food,
446,chocolate candy (cordial-filled),http://purl.obolibrary.org/obo/FOODON_03302807,food,food,
447,fennel (food product),http://purl.obolibrary.org/obo/FOODON_03309953,food,food,
448,sunray venus,http://purl.obolibrary.org/obo/FOODON_03413641,food,food,
449,cherry spread,http://purl.obolibrary.org/obo/FOODON_03307114,food,food,
450,cod roe spread (smoked),http://purl.obolibrary.org/obo/FOODON_03302875,food,food,
451,peanut butter,http://purl.obolibrary.org/obo/FOODON_03306867,food,food,
452,23510 - hakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542351,food,food,
453,32400 - juice concentrate; orange (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543240,food,food,
454,tealeaf willow plant,http://purl.obolibrary.org/obo/FOODON_03414502,food,food,
455,sugar raisin cookie,http://purl.obolibrary.org/obo/FOODON_03303425,food,food,
456,onion (frozen),http://purl.obolibrary.org/obo/FOODON_03310327,food,food,
457,dolphin family,http://purl.obolibrary.org/obo/FOODON_03413363,food,food,
458,illipe nut (food product),http://purl.obolibrary.org/obo/FOODON_03306515,food,food,
459,scalloped hammerhead,http://purl.obolibrary.org/obo/FOODON_03412592,food,food,
460,08250 - aromatic herbs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540825,food,food,
461,shrimp egg roll,http://purl.obolibrary.org/obo/FOODON_03302962,food,food,
462,cream (cultured),http://purl.obolibrary.org/obo/FOODON_03302607,food,food,
463,41990 - beef flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544199,food,food,
464,22720 - perch; european (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542272,food,food,
465,hamburger pattie (raw; with cheese spread on bun; frozen),http://purl.obolibrary.org/obo/FOODON_03307844,food,food,
466,prickly lettuce plant,http://purl.obolibrary.org/obo/FOODON_03412951,food,food,
467,curing or aging 2 weeks to 1 month,http://purl.obolibrary.org/obo/FOODON_03460289,food,food,
468,atlantic sardine (raw),http://purl.obolibrary.org/obo/FOODON_03308095,food,food,
469,grade u; europe,http://purl.obolibrary.org/obo/FOODON_03530067,food,food,
470,cow milk (eggnog-flavored),http://purl.obolibrary.org/obo/FOODON_03304841,food,food,
471,chocolate and cocoa ice cream,http://purl.obolibrary.org/obo/FOODON_03305852,food,food,
472,potato substance,http://purl.obolibrary.org/obo/FOODON_00002796,food,food,
473,shovel nose lobster (raw),http://purl.obolibrary.org/obo/FOODON_03308351,food,food,
474,blueberry plant,http://purl.obolibrary.org/obo/FOODON_03411491,food,food,
475,grape jelly,http://purl.obolibrary.org/obo/FOODON_03305954,food,food,
476,bovine milk beverage,http://purl.obolibrary.org/obo/FOODON_00001042,food,food,
477,laboratory animal as food consumer,http://purl.obolibrary.org/obo/FOODON_03510010,food,food,has consumer
478,soup (sweet),http://purl.obolibrary.org/obo/FOODON_03316263,food,food,
479,mealworm beetle,http://purl.obolibrary.org/obo/FOODON_00002523,food,food,
480,chocolate (carbohydrate modified),http://purl.obolibrary.org/obo/FOODON_03315387,food,food,
481,thickness of 0.3 cm to less than 1.5 cm,http://purl.obolibrary.org/obo/FOODON_00002405,food,food,
482,20130 - beef liver (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542013,food,food,
483,29740 - hen egg yolk; dried (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542974,food,food,
484,fat or oil,http://purl.obolibrary.org/obo/FOODON_03420190,food,food,derives from
485,eucalypt eugenia plant,http://purl.obolibrary.org/obo/FOODON_03414679,food,food,
486,shiba shrimp,http://purl.obolibrary.org/obo/FOODON_03413622,food,food,
487,beverage (cloudy; nonalcoholic; flavored),http://purl.obolibrary.org/obo/FOODON_03317587,food,food,
488,sorghum seed,http://purl.obolibrary.org/obo/FOODON_03309906,food,food,
489,sturgeon family,http://purl.obolibrary.org/obo/FOODON_03411897,food,food,
490,red grouper,http://purl.obolibrary.org/obo/FOODON_03411757,food,food,
491,malabar snapper,http://purl.obolibrary.org/obo/FOODON_03411805,food,food,
492,30130 - honey; polyfloral (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543013,food,food,
493,cream of chicken soup (condensed),http://purl.obolibrary.org/obo/FOODON_03304199,food,food,
494,spiny chiton,http://purl.obolibrary.org/obo/FOODON_03414641,food,food,
495,common polypody plant,http://purl.obolibrary.org/obo/FOODON_03415016,food,food,
496,04870 - pak-choi (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540487,food,food,
497,Carangidae family,http://purl.obolibrary.org/obo/FOODON_03411755,food,food,
498,warty dory,http://purl.obolibrary.org/obo/FOODON_03414079,food,food,
499,05910 - welsh onions (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540591,food,food,
500,sauce mix; dried,http://purl.obolibrary.org/obo/FOODON_03315573,food,food,
501,red currant food product,http://purl.obolibrary.org/obo/FOODON_00002459,food,food,
502,cream soup,http://purl.obolibrary.org/obo/FOODON_03305129,food,food,
503,inert atmosphere storage process,http://purl.obolibrary.org/obo/FOODON_03470173,food,food,
504,sheep kidney (whole; raw),http://purl.obolibrary.org/obo/FOODON_03310042,food,food,
505,red wheat (soft),http://purl.obolibrary.org/obo/FOODON_03311291,food,food,
506,snapping turtle,http://purl.obolibrary.org/obo/FOODON_03414385,food,food,
507,36570 - siberian ginseng infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543657,food,food,
